chamber_name,city,state,website,website_guess,website_source,maps_link,member_directory_url,all_links,phone,email,address,image
Monessen Chamber of Commerce,"Monessen, PA",PA,http://www.monessenchamberofcommerce.com,,scraped,"https://maps.google.com/?q=East Gate 11 Ste 154, Monessen, PA, 15062",,"https://maps.google.com/?q=East Gate 11 Ste 154, Monessen, PA, 15062;http://www.monessenchamberofcommerce.com",,,"11 Ste 154 Monessen, PA 15062",
Monongahela Area Chamber of Commerce,"Monongahela, PA",PA,http://www.cityofmonongahela.com/chamberofcommerce,,scraped,"https://maps.google.com/?q=173 W Main St, Monongahela, PA, 15063-2341",,"https://maps.google.com/?q=173 W Main St, Monongahela, PA, 15063-2341;http://www.cityofmonongahela.com/chamberofcommerce",,,"173 W Main St Monongahela, PA 15063-2341",
Monroeville Area Chamber of Commerce,"Monroeville, PA",PA,http://www.monroevillechamber.com,,scraped,"https://maps.google.com/?q=2790 Mosside Blvd, Monroeville, PA, 15146-2743",,"https://maps.google.com/?q=2790 Mosside Blvd, Monroeville, PA, 15146-2743;http://www.monroevillechamber.com",,,"2790 Mosside Blvd Monroeville, PA 15146-2743",
Montco Gateway Chamber of Commerce,"Fort Washington, PA",PA,https://montcogateway.org/,,scraped,"https://maps.google.com/?q=550 Pinetown Road, Suite 23, Fort Washington, PA, 19034",,"https://maps.google.com/?q=550 Pinetown Road, Suite 23, Fort Washington, PA, 19034;https://montcogateway.org/",,,"550 Pinetown Road, Suite 23 Fort Washington, PA 19034",
Montgomery County Chamber of Commerce,"King Of Prussia, PA",PA,http://www.montgomerycountychamber.org,,scraped,"https://maps.google.com/?q=101 Bill Smith Blvd, King Of Prussia, PA, 19406-3083",,"https://maps.google.com/?q=101 Bill Smith Blvd, King Of Prussia, PA, 19406-3083;http://www.montgomerycountychamber.org",,,"101 Bill Smith Blvd King Of Prussia, PA 19406-3083",
Montrose Area Chamber of Commerce,"Montrose, PA",PA,http://www.montrosearea.com,,scraped,"https://maps.google.com/?q=P.O Box 423, Montrose, PA, 18801-0423",,"https://maps.google.com/?q=P.O Box 423, Montrose, PA, 18801-0423;http://www.montrosearea.com",,,"423 Montrose, PA 18801-0423",
Mount Joy Area Chamber of Commerce,"Mount Joy, PA",PA,http://www.mountjoychamber.com,,scraped,"https://maps.google.com/?q=P.O Box 73, Mount Joy, PA, 17552-0073",,"https://maps.google.com/?q=P.O Box 73, Mount Joy, PA, 17552-0073;http://www.mountjoychamber.com",,,"73 Mount Joy, PA 17552-0073",
Mount Lebanon Area Chamber of Commerce,"Pittsburgh, PA",PA,http://www.mlacc.com,,scraped,"https://maps.google.com/?q=733 Washington Rd, Pittsburgh, PA, 15228-2022",,"https://maps.google.com/?q=733 Washington Rd, Pittsburgh, PA, 15228-2022;http://www.mlacc.com",,,"733 Washington Rd Pittsburgh, PA 15228-2022",
Mount Union Area Chamber of Commerce,"Mount Union, PA",PA,http://www.muacoc.com,,scraped,"https://maps.google.com/?q=P.O Box 12, Mount Union, PA, 17066-0012",,"https://maps.google.com/?q=P.O Box 12, Mount Union, PA, 17066-0012;http://www.muacoc.com",,,"12 Mount Union, PA 17066-0012",
Mountain Laurel Chamber of Commerce,"Jones Mills, PA",PA,http://www.mlchamber.com,,scraped,"https://maps.google.com/?q=4111 State Route 31, Jones Mills, PA, 15628",,"https://maps.google.com/?q=4111 State Route 31, Jones Mills, PA, 15628;http://www.mlchamber.com",,,"4111 State Route 31 Jones Mills, PA 15628",
Nazareth Chamber of Commerce,"Nazareth, PA",PA,http://www.nazarethchamber.com,,scraped,"https://maps.google.com/?q=201 N Main St, Nazareth, PA, 18064-1419",,"https://maps.google.com/?q=201 N Main St, Nazareth, PA, 18064-1419;http://www.nazarethchamber.com",,,"201 N Main St Nazareth, PA 18064-1419",
New Bethlehem Area Chamber of Commerce,"New Bethlehem, PA",PA,,,none,"https://maps.google.com/?q=P.O Box 107, New Bethlehem, PA, 16242-0107",,"https://maps.google.com/?q=P.O Box 107, New Bethlehem, PA, 16242-0107",,,"107
                            , P.O. Box 107 New Bethlehem, PA 16242-0107",
New Kensington Area Chamber of Commerce,"New Kensington, PA",PA,http://www.nkchamber.org,,scraped,"https://maps.google.com/?q=858 4th Ave, New Kensington, PA, 15068-6403",,"https://maps.google.com/?q=858 4th Ave, New Kensington, PA, 15068-6403;http://www.nkchamber.org",,,"858 4th Ave New Kensington, PA 15068-6403",
North East Area Chamber of Commerce,"North East, PA",PA,http://www.nechamber.org,,scraped,"https://maps.google.com/?q=44 W Main St, North East, PA, 16428-1136",,"https://maps.google.com/?q=44 W Main St, North East, PA, 16428-1136;http://www.nechamber.org",,,"44 W Main St North East, PA 16428-1136",
North Suburban Chamber of Commerce,"Bellevue, PA",PA,,,none,"https://maps.google.com/?q=547 Lincoln Ave, Bellevue, PA, 15202-3534",,"https://maps.google.com/?q=547 Lincoln Ave, Bellevue, PA, 15202-3534",,,"547 Lincoln Ave Bellevue, PA 15202-3534",
Northern Dauphin Reg. Chamber of Commerce,"Elizabethville, PA",PA,http://www.ndrcc.org,,scraped,"https://maps.google.com/?q=P.O Box 218, Elizabethville, PA, 17023-0218",,"https://maps.google.com/?q=P.O Box 218, Elizabethville, PA, 17023-0218;http://www.ndrcc.org",,,"218 Elizabethville, PA 17023-0218",
Northern Dauphin Regional Chamber of Commerce,"Halifax, PA",PA,,,none,"https://maps.google.com/?q=P.O Box 120, Halifax, PA, 17032-0120",,"https://maps.google.com/?q=P.O Box 120, Halifax, PA, 17032-0120",,,"120 Halifax, PA 17032-0120",
Northern Lancaster County Chamber of Commerce,"Ephrata, PA",PA,https://www.northernlancasterchamber.org/,,scraped,"https://maps.google.com/?q=P.O Box 723, Ephrata, PA, 17522-0723",,"https://maps.google.com/?q=P.O Box 723, Ephrata, PA, 17522-0723;https://www.northernlancasterchamber.org/",,,"723 Ephrata, PA 17522-0723",
Northside North Shore Chamber of Commerce,"Pittsburgh, PA",PA,https://northsidechamberofcommerce.com/,,scraped,"https://maps.google.com/?q=1501 Reedsdale St., Suite 4003, Pittsburgh, PA, 15233",,"https://maps.google.com/?q=1501 Reedsdale St., Suite 4003, Pittsburgh, PA, 15233;https://northsidechamberofcommerce.com/",,,"1501 Reedsdale St., Suite 4003 Pittsburgh, PA 15233",
Norwin Chamber of Commerce,"Irwin, PA",PA,http://www.norwinchamber.com/,,scraped,"https://maps.google.com/?q=321 Main St, Irwin, PA, 15642-3437",,"https://maps.google.com/?q=321 Main St, Irwin, PA, 15642-3437;http://www.norwinchamber.com/",,,"321 Main St Irwin, PA 15642-3437",
Oxford Area Chamber of Commerce,"Oxford, PA",PA,http://www.oxfordpa.org,,scraped,"https://maps.google.com/?q=P.O Box 4, Oxford, PA, 19363-0004",,"https://maps.google.com/?q=P.O Box 4, Oxford, PA, 19363-0004;http://www.oxfordpa.org",,,"4 Oxford, PA 19363-0004",
Palmerton Area Chamber of Commerce,"Palmerton, PA",PA,http://www.browncounty.org,,scraped,"https://maps.google.com/?q=410 Delaware Ave, Palmerton, PA, 18071-1909",,"https://maps.google.com/?q=410 Delaware Ave, Palmerton, PA, 18071-1909;http://www.browncounty.org",,,"410 Delaware Ave Palmerton, PA 18071-1909",
Patton Area Chamber of Commerce,"Patton, PA",PA,,,none,"https://maps.google.com/?q=P.O Box 72, Patton, PA, 16668-0072",,"https://maps.google.com/?q=P.O Box 72, Patton, PA, 16668-0072",,,"72 Patton, PA 16668-0072",
Penn Hills Chamber of Commerce,"Penn Hills, PA",PA,http://www.pennhillschamber.org,,scraped,"https://maps.google.com/?q=12013 Frankstown Rd, Penn Hills, PA, 15235-3435",,"https://maps.google.com/?q=12013 Frankstown Rd, Penn Hills, PA, 15235-3435;http://www.pennhillschamber.org",,,"12013 Frankstown Rd Penn Hills, PA 15235-3435",
Pennsylvania Chamber of Business and Industry,"Harrisburg, PA",PA,http://www.pachamber.org,,scraped,"https://maps.google.com/?q=417 Walnut St, Harrisburg, PA, 17101-1918",,"https://maps.google.com/?q=417 Walnut St, Harrisburg, PA, 17101-1918;http://www.pachamber.org",,,"417 Walnut St Harrisburg, PA 17101-1918",
Perkiomen Valley Chamber of Commerce,"Trappe, PA",PA,http://www.perkiomenvalleychamber.org,,scraped,"https://maps.google.com/?q=521 W Main St, Trappe, PA, 19426-1991",,"https://maps.google.com/?q=521 W Main St, Trappe, PA, 19426-1991;http://www.perkiomenvalleychamber.org",,,"521 W Main St Trappe, PA 19426-1991",
Peters Township Chamber of Commerce,"McMurray, PA",PA,http://www.peterstownshipchamber.com,,scraped,"https://maps.google.com/?q=1061 Waterdam Plaza Dr, McMurray, PA, 15317-5407",,"https://maps.google.com/?q=1061 Waterdam Plaza Dr, McMurray, PA, 15317-5407;http://www.peterstownshipchamber.com",,,"1061 Waterdam Plaza Dr McMurray, PA 15317-5407",
Phoenixville Regional Chamber of Commerce,"Phoenixville, PA",PA,http://www.phoenixvillechamber.org,,scraped,"https://maps.google.com/?q=710 Main St, Phoenixville, PA, 19460-3844",,"https://maps.google.com/?q=710 Main St, Phoenixville, PA, 19460-3844;http://www.phoenixvillechamber.org",,,"710 Main St Phoenixville, PA 19460-3844",
Pike County Chamber of Commerce,"Milford, PA",PA,http://www.pikechamber.com,,scraped,"https://maps.google.com/?q=201 Broad St, Milford, PA, 18337-1320",,"https://maps.google.com/?q=201 Broad St, Milford, PA, 18337-1320;http://www.pikechamber.com",,,"201 Broad St Milford, PA 18337-1320",
Pittsburgh Airport Area Chamber of Commerce,"Moon Township, PA",PA,http://www.paacc.com,,scraped,"https://maps.google.com/?q=850 Beaver Grade Rd, Moon Township, PA, 15108-2638",,"https://maps.google.com/?q=850 Beaver Grade Rd, Moon Township, PA, 15108-2638;http://www.paacc.com",,,"850 Beaver Grade Rd Moon Township, PA 15108-2638",
Pittsburgh North Regional Chamber,"Wexford, PA",PA,https://www.pghnorthchamber.com/,,scraped,"https://maps.google.com/?q=5000 Brooktree Rd, Wexford, PA, 15090-9261",,"https://maps.google.com/?q=5000 Brooktree Rd, Wexford, PA, 15090-9261;https://www.pghnorthchamber.com/",,,"5000 Brooktree Rd Wexford, PA 15090-9261",
Plum Chamber of Commerce,"Plum, PA",PA,,,none,"https://maps.google.com/?q=4555 New Texas Rd, Plum, PA, 15239-1166",,"https://maps.google.com/?q=4555 New Texas Rd, Plum, PA, 15239-1166",,,"4555 New Texas Rd Plum, PA 15239-1166",
Pocono Chamber of Commerce,"Stroudsburg, PA",PA,https://www.poconochamber.org/,,scraped,"https://maps.google.com/?q=1004 Main St, Stroudsburg, PA, 18360-1605",,"https://maps.google.com/?q=1004 Main St, Stroudsburg, PA, 18360-1605;https://www.poconochamber.org/",,,"1004 Main St Stroudsburg, PA 18360-1605",
Port Allegany Chamber of Commerce,"Port Allegany, PA",PA,,,none,"https://maps.google.com/?q=45 W Maple St, Port Allegany, PA, 16743-1318",,"https://maps.google.com/?q=45 W Maple St, Port Allegany, PA, 16743-1318",,,"45 W Maple St Port Allegany, PA 16743-1318",
Punxsutawney Area Chamber of Commerce,"Punxsutawney, PA",PA,http://www.punxsutawneychamber.com,,scraped,"https://maps.google.com/?q=102 W Mahoning St, Punxsutawney, PA, 15767-2017",,"https://maps.google.com/?q=102 W Mahoning St, Punxsutawney, PA, 15767-2017;http://www.punxsutawneychamber.com",,,"102 W Mahoning St Punxsutawney, PA 15767-2017",
Quarryville Area Chamber of Commerce,"Quarryville, PA",PA,,,none,"https://maps.google.com/?q=P.O Box 24, Quarryville, PA, 17566-0024",,"https://maps.google.com/?q=P.O Box 24, Quarryville, PA, 17566-0024",,,"24 Quarryville, PA 17566-0024",
Reynoldsville Area Chamber of Commerce,"Reynoldsville, PA",PA,,,none,"https://maps.google.com/?q=460 E Main St, Reynoldsville, PA, 15851-1269",,"https://maps.google.com/?q=460 E Main St, Reynoldsville, PA, 15851-1269",,,"460 E Main St Reynoldsville, PA 15851-1269",
Ridgway Chamber of Commerce,"Ridgway, PA",PA,http://www.ridgwaypa.org,,scraped,"https://maps.google.com/?q=P.O Box 357, Ridgway, PA, 15853-0357",,"https://maps.google.com/?q=P.O Box 357, Ridgway, PA, 15853-0357;http://www.ridgwaypa.org",,,"357 Ridgway, PA 15853-0357",
Schuylkill Chamber of Commerce,"Pottsville, PA",PA,http://www.schuylkillchamber.com,,scraped,"https://maps.google.com/?q=One Progress Circle, Union Station Suite 201, Pottsville, PA, 17901-3087",,"https://maps.google.com/?q=One Progress Circle, Union Station Suite 201, Pottsville, PA, 17901-3087;http://www.schuylkillchamber.com",,,"201 Pottsville, PA 17901-3087",
Shenango Valley Chamber of Commerce,"Sharon, PA",PA,http://www.svchamber.com/,,scraped,"https://maps.google.com/?q=41 Chestnut Ave, Sharon, PA, 16146-2713",,"https://maps.google.com/?q=41 Chestnut Ave, Sharon, PA, 16146-2713;http://www.svchamber.com/",,,"41 Chestnut Ave Sharon, PA 16146-2713",
Shippensburg Area Chamber of Commerce,"Shippensburg, PA",PA,http://www.shippensburg.org,,scraped,"https://maps.google.com/?q=68 W King St, Shippensburg, PA, 17257-1212",,"https://maps.google.com/?q=68 W King St, Shippensburg, PA, 17257-1212;http://www.shippensburg.org",,,"68 W King St Shippensburg, PA 17257-1212",
Slate Belt Chamber of Commerce,"Pen Argyl, PA",PA,http://www.slatebeltchamber.org,,scraped,"https://maps.google.com/?q=P.O Box 5, Pen Argyl, PA, 18072-0005",,"https://maps.google.com/?q=P.O Box 5, Pen Argyl, PA, 18072-0005;http://www.slatebeltchamber.org",,,"5 Pen Argyl, PA 18072-0005",
Somerset County Chamber of Commerce,"Somerset, PA",PA,http://www.somersetcountychamber.com,,scraped,"https://maps.google.com/?q=601 N Center Ave, Somerset, PA, 15501-1025",,"https://maps.google.com/?q=601 N Center Ave, Somerset, PA, 15501-1025;http://www.somersetcountychamber.com",,,"601 N Center Ave Somerset, PA 15501-1025",
South Hills Chamber of Commerce,"Pittsburgh, PA",PA,http://www.shchamber.org,,scraped,"https://maps.google.com/?q=61 McMurray Rd, Pittsburgh, PA, 15241-1633",,"https://maps.google.com/?q=61 McMurray Rd, Pittsburgh, PA, 15241-1633;http://www.shchamber.org",,,"61 McMurray Rd Pittsburgh, PA 15241-1633",
South Side Chamber of Commerce,"Pittsburgh, PA",PA,http://www.southsidepgh.com,,scraped,"https://maps.google.com/?q=P.O Box 42380, Pittsburgh, PA, 15203-0380",,"https://maps.google.com/?q=P.O Box 42380, Pittsburgh, PA, 15203-0380;http://www.southsidepgh.com",,,"42380 Pittsburgh, PA 15203-0380",
South West Regional Chamber of Commerce,"Bridgeville, PA",PA,http://www.bridgevilleareachamber.com,,scraped,"https://maps.google.com/?q=990 Washington Pike, Bridgeville, PA, 15017-2711",,"https://maps.google.com/?q=990 Washington Pike, Bridgeville, PA, 15017-2711;http://www.bridgevilleareachamber.com",,,"990 Washington Pike Bridgeville, PA 15017-2711",
Southern Chester County Chamber of Commerce,"West Grove, PA",PA,http://www.scccc.com,,scraped,"https://maps.google.com/?q=8 Federal Rd, West Grove, PA, 19390-9316",,"https://maps.google.com/?q=8 Federal Rd, West Grove, PA, 19390-9316;http://www.scccc.com",,,"8 Federal Rd West Grove, PA 19390-9316",
Spring-Ford Chamber of Commerce,"Royersford, PA",PA,http://www.springfordchamber.com,,scraped,"https://maps.google.com/?q=P.O Box 127, Royersford, PA, 19468-0127",,"https://maps.google.com/?q=P.O Box 127, Royersford, PA, 19468-0127;http://www.springfordchamber.com",,,"127 Royersford, PA 19468-0127",
St. Marys Area Chamber of Commerce,"Saint Marys, PA",PA,http://www.stmaryschamber.com,,scraped,"https://maps.google.com/?q=53 S Saint Marys St, Saint Marys, PA, 15857-1617",,"https://maps.google.com/?q=53 S Saint Marys St, Saint Marys, PA, 15857-1617;http://www.stmaryschamber.com",,,"53 S Saint Marys St Saint Marys, PA 15857-1617",
Sullivan County Chamber of Commerce,"Dushore, PA",PA,https://sullivancountypachamber.com/,,scraped,"https://maps.google.com/?q=P.O Box 355, Dushore, PA, 18614-0355",,"https://maps.google.com/?q=P.O Box 355, Dushore, PA, 18614-0355;https://sullivancountypachamber.com/",,,"355 Dushore, PA 18614-0355",
Tamaqua Area Chamber of Commerce,"Tamaqua, PA",PA,http://www.tamaqua.net,,scraped,"https://maps.google.com/?q=37 W Broad St, Tamaqua, PA, 18252-1904",,"https://maps.google.com/?q=37 W Broad St, Tamaqua, PA, 18252-1904;http://www.tamaqua.net",,,"37 W Broad St Tamaqua, PA 18252-1904",
The Chamber Of The Northern Poconos,"Honesdale, PA",PA,http://www.northernpoconoschamber.com,,scraped,"https://maps.google.com/?q=32 Commercial St, Honesdale, PA, 18431-1897",,"https://maps.google.com/?q=32 Commercial St, Honesdale, PA, 18431-1897;http://www.northernpoconoschamber.com",,,"32 Commercial St Honesdale, PA 18431-1897",
The Foundation of the Columbia Montour Chamber,"Bloomsburg, PA",PA,,,none,"https://maps.google.com/?q=160 W 6th St, Bloomsburg, PA, 17815-2210",,"https://maps.google.com/?q=160 W 6th St, Bloomsburg, PA, 17815-2210",,,"160 W 6th St Bloomsburg, PA 17815-2210",
Titusville Area Chamber of Commerce,"Titusville, PA",PA,https://www.titusvillepachamber.com/,,scraped,"https://maps.google.com/?q=110 W Spring St, Titusville, PA, 16354-1743",,"https://maps.google.com/?q=110 W Spring St, Titusville, PA, 16354-1743;https://www.titusvillepachamber.com/",,,"110 W Spring St Titusville, PA 16354-1743",
Township of Richland,"Gibsonia, PA",PA,,,none,"https://maps.google.com/?q=4011 Dickey Rd, Gibsonia, PA, 15044-9713",,"https://maps.google.com/?q=4011 Dickey Rd, Gibsonia, PA, 15044-9713",,,"4011 Dickey Rd Gibsonia, PA 15044-9713",
TriCounty Area Chamber of Commerce,"Pottstown, PA",PA,http://www.tricountyareachamber.com/,,scraped,"https://maps.google.com/?q=152 E High St, Pottstown, PA, 19464-5400",,"https://maps.google.com/?q=152 E High St, Pottstown, PA, 19464-5400;http://www.tricountyareachamber.com/",,,"152 E High St Pottstown, PA 19464-5400",
Tuscarora Area Chamber of Commerce,"Mercersburg, PA",PA,http://www.mercersburg.org,,scraped,"https://maps.google.com/?q=P.O Box 161, Mercersburg, PA, 17236-0161",,"https://maps.google.com/?q=P.O Box 161, Mercersburg, PA, 17236-0161;http://www.mercersburg.org",,,"161 Mercersburg, PA 17236-0161",
Tyrone Area Chamber of Commerce,"Tyrone, PA",PA,http://www.tyronechamber.com,,scraped,"https://maps.google.com/?q=1004 Logan Ave, Tyrone, PA, 16686-1522",,"https://maps.google.com/?q=1004 Logan Ave, Tyrone, PA, 16686-1522;http://www.tyronechamber.com",,,"1004 Logan Ave Tyrone, PA 16686-1522",
Union City Chamber of Commerce,"Union City, PA",PA,,,none,"https://maps.google.com/?q=33 N Main St, Union City, PA, 16438-1328",,"https://maps.google.com/?q=33 N Main St, Union City, PA, 16438-1328",,,"33 N Main St Union City, PA 16438-1328",
Union County Chamber of Commerce,"Lewisburg, PA",PA,http://www.uccc.org,,scraped,"https://maps.google.com/?q=219 Hafer Rd, Lewisburg, PA, 17837-7493",,"https://maps.google.com/?q=219 Hafer Rd, Lewisburg, PA, 17837-7493;http://www.uccc.org",,,"219 Hafer Rd Lewisburg, PA 17837-7493",
Upper Bucks Chamber of Commerce,"Quakertown, PA",PA,http://www.ubcc.org,,scraped,"https://maps.google.com/?q=21 N Main St, Quakertown, PA, 18951-1156",,"https://maps.google.com/?q=21 N Main St, Quakertown, PA, 18951-1156;http://www.ubcc.org",,,"21 N Main St Quakertown, PA 18951-1156",
Upper Perkiomen Valley Chamber of Commerce,"East Greenville, PA",PA,,,none,"https://maps.google.com/?q=300 Main St, East Greenville, PA, 18041-1343",,"https://maps.google.com/?q=300 Main St, East Greenville, PA, 18041-1343",,,"300 Main St East Greenville, PA 18041-1343",
Venango Area Chamber of Commerce,"Oil City, PA",PA,http://www.venangochamber.org,,scraped,"https://maps.google.com/?q=24 Seneca St, Oil City, PA, 16301-1364",,"https://maps.google.com/?q=24 Seneca St, Oil City, PA, 16301-1364;http://www.venangochamber.org",,,"24 Seneca St Oil City, PA 16301-1364",
Warren County Chamber of Business & Industry,"Warren, PA",PA,https://wccbi.org/,,scraped,"https://maps.google.com/?q=308 Market St, Warren, PA, 16365-2391",,"https://maps.google.com/?q=308 Market St, Warren, PA, 16365-2391;https://wccbi.org/",,,"308 Market St Warren, PA 16365-2391",
Washington County Chamber of Commerce,"Canonsburg, PA",PA,http://www.washcochamber.com,,scraped,"https://maps.google.com/?q=1000 Horizon Vue Dr, Canonsburg, PA, 15317-6523",,"https://maps.google.com/?q=1000 Horizon Vue Dr, Canonsburg, PA, 15317-6523;http://www.washcochamber.com",,,"1000 Horizon Vue Dr Canonsburg, PA 15317-6523",
Wellsboro Area Chamber of Commerce,"Wellsboro, PA",PA,http://www.wellsboropa.com,,scraped,"https://maps.google.com/?q=114 Main St, Wellsboro, PA, 16901-1441",,"https://maps.google.com/?q=114 Main St, Wellsboro, PA, 16901-1441;http://www.wellsboropa.com",,,"114 Main St Wellsboro, PA 16901-1441",
West Shore Chamber of Commerce,"Camp Hill, PA",PA,http://www.wschamber.org,,scraped,"https://maps.google.com/?q=4211 Trindle Rd, Camp Hill, PA, 17011-5728",,"https://maps.google.com/?q=4211 Trindle Rd, Camp Hill, PA, 17011-5728;http://www.wschamber.org",,,"4211 Trindle Rd Camp Hill, PA 17011-5728",
Western Chester County Chamber of Commerce,"Coatesville, PA",PA,http://www.westernchestercounty.com,,scraped,"https://maps.google.com/?q=50 S 1st Ave, Coatesville, PA, 19320-3418",,"https://maps.google.com/?q=50 S 1st Ave, Coatesville, PA, 19320-3418;http://www.westernchestercounty.com",,,"50 S 1st Ave Coatesville, PA 19320-3418",
Westmoreland County Chamber of Commerce,"Greensburg, PA",PA,http://www.westmorelandchamber.com/,,scraped,"https://maps.google.com/?q=241 Tollgate Hill Rd, Greensburg, PA, 15601-6271",,"https://maps.google.com/?q=241 Tollgate Hill Rd, Greensburg, PA, 15601-6271;http://www.westmorelandchamber.com/",,,"241 Tollgate Hill Rd Greensburg, PA 15601-6271",
Whitehall Area Chamber of Commerce,"Whitehall, PA",PA,https://www.lehighvalleychamber.org/whitehall.html,,scraped,"https://maps.google.com/?q=881 3rd St, Whitehall, PA, 18052-5900",,"https://maps.google.com/?q=881 3rd St, Whitehall, PA, 18052-5900;https://www.lehighvalleychamber.org/whitehall.html",,,"881 3rd St Whitehall, PA 18052-5900",
Wilkinsburg Chamberof Commerce,"Wilkinsburg, PA",PA,,,none,"https://maps.google.com/?q=730 Penn Ave, Wilkinsburg, PA, 15221-2217",,"https://maps.google.com/?q=730 Penn Ave, Wilkinsburg, PA, 15221-2217",,,"730 Penn Ave Wilkinsburg, PA 15221-2217",
Williamsport-Lycoming Chamber of Commerce,"Williamsport, PA",PA,http://www.williamsport.org,,scraped,"https://maps.google.com/?q=102 W 4th St, Williamsport, PA, 17701-6061",,"https://maps.google.com/?q=102 W 4th St, Williamsport, PA, 17701-6061;http://www.williamsport.org",,,"102 W 4th St Williamsport, PA 17701-6061",
Wyoming County Chamber of Commerce,"Tunkhannock, PA",PA,http://www.wyccc.com,,scraped,"https://maps.google.com/?q=511 Mile Rd, Tunkhannock, PA, 18657-7876",,"https://maps.google.com/?q=511 Mile Rd, Tunkhannock, PA, 18657-7876;http://www.wyccc.com",,,"511 Mile Rd Tunkhannock, PA 18657-7876",
York County Economic Alliance,"York, PA",PA,https://www.yceapa.org/,,scraped,"https://maps.google.com/?q=144 Roosevelt Ave, York, PA, 17401-3333",,"https://maps.google.com/?q=144 Roosevelt Ave, York, PA, 17401-3333;https://www.yceapa.org/",,,"144 Roosevelt Ave York, PA 17401-3333",
Block Island Chamber of Commerce,"Block Island, RI",RI,http://www.blockislandchamber.com,,scraped,"https://maps.google.com/?q=P.O Box D, Block Island, RI, 02807-1746",,"https://maps.google.com/?q=P.O Box D, Block Island, RI, 02807-1746;http://www.blockislandchamber.com",,,1746,
Central Rhode Island Chamber of Commerce,"Warwick, RI",RI,http://www.centralrichamber.com,,scraped,"https://maps.google.com/?q=3288 Post Rd, Warwick, RI, 02886-7131",,"https://maps.google.com/?q=3288 Post Rd, Warwick, RI, 02886-7131;http://www.centralrichamber.com",,,"3288 Post Rd Warwick, RI 02886-7131",
Charlestown Chamber of Commerce,"Charlestown, RI",RI,http://www.charlestownrichamber.com/,,scraped,"https://maps.google.com/?q=P.O Box 633, Charlestown, RI, 02813-0633",,"https://maps.google.com/?q=P.O Box 633, Charlestown, RI, 02813-0633;http://www.charlestownrichamber.com/",,,"633 Charlestown, RI 02813-0633",
East Bay Chamber of Commerce,"Warren, RI",RI,http://www.eastbaychamberri.org,,scraped,"https://maps.google.com/?q=16 Cutler St, Warren, RI, 02885-2770",,"https://maps.google.com/?q=16 Cutler St, Warren, RI, 02885-2770;http://www.eastbaychamberri.org",,,"16 Cutler St Warren, RI 02885-2770",
East Greenwich Chamber of Commerce,"East Greenwich, RI",RI,http://www.eastgreenwichchamber.com,,scraped,"https://maps.google.com/?q=580 Main St, East Greenwich, RI, 02818-3608",,"https://maps.google.com/?q=580 Main St, East Greenwich, RI, 02818-3608;http://www.eastgreenwichchamber.com",,,"580 Main St East Greenwich, RI 02818-3608",
East Providence Area Chamber of Commerce,"East Providence, RI",RI,http://www.eastprovidenceareachamber.com,,scraped,"https://maps.google.com/?q=1011 Waterman Ave, East Providence, RI, 02914-1314",,"https://maps.google.com/?q=1011 Waterman Ave, East Providence, RI, 02914-1314;http://www.eastprovidenceareachamber.com",,,"1011 Waterman Ave East Providence, RI 02914-1314",
Greater Cranston Chamber of Commerce,"Cranston, RI",RI,http://www.cranstonchamber.com,,scraped,"https://maps.google.com/?q=150 Midway Rd, Cranston, RI, 02920-5710",,"https://maps.google.com/?q=150 Midway Rd, Cranston, RI, 02920-5710;http://www.cranstonchamber.com",,,"150 Midway Rd Cranston, RI 02920-5710",
Greater Providence Chamber of Commerce,"Providence, RI",RI,http://www.provchamber.com,,scraped,"https://maps.google.com/?q=30 Exchange Ter, Providence, RI, 02903-1748",,"https://maps.google.com/?q=30 Exchange Ter, Providence, RI, 02903-1748;http://www.provchamber.com",,,"30 Exchange Ter Providence, RI 02903-1748",
Narragansett Chamber of Commerce,"Narragansett, RI",RI,http://narragansettcoc.com,,scraped,"https://maps.google.com/?q=36 Ocean Rd, Narragansett, RI, 02882-1344",,"https://maps.google.com/?q=36 Ocean Rd, Narragansett, RI, 02882-1344;http://narragansettcoc.com",,,"36 Ocean Rd Narragansett, RI 02882-1344",
Newport County Chamber of Commerce,"Middletown, RI",RI,http://www.newportchamber.com,,scraped,"https://maps.google.com/?q=35 Valley Rd, Middletown, RI, 02842-6306",,"https://maps.google.com/?q=35 Valley Rd, Middletown, RI, 02842-6306;http://www.newportchamber.com",,,"35 Valley Rd Middletown, RI 02842-6306",
North Kingstown Chamber of Commerce,"North Kingstown, RI",RI,http://www.northkingstown.com,,scraped,"https://maps.google.com/?q=8045 Post Rd, North Kingstown, RI, 02852-4423",,"https://maps.google.com/?q=8045 Post Rd, North Kingstown, RI, 02852-4423;http://www.northkingstown.com",,,"8045 Post Rd North Kingstown, RI 02852-4423",
Northern Rhode Island Chamber of Commerce,"Lincoln, RI",RI,http://www.nrichamber.com,,scraped,"https://maps.google.com/?q=6 Blackstone Valley Pl, Lincoln, RI, 02865-1179",,"https://maps.google.com/?q=6 Blackstone Valley Pl, Lincoln, RI, 02865-1179;http://www.nrichamber.com",,,"6 Blackstone Valley Pl Lincoln, RI 02865-1179",
